Identifiant,Deep,Domaine,waste_type,waste_number,X,Y,geometry,commune
1,5.26,public,vehicle scrap,1,524332.7011776707,8588953.681448083,"c(524332.701177671, 8588953.68144808)",MAMOUDZOU
2,-1.6,public,solid waste,4,524315.9814763193,8588990.559437323,"c(524315.981476319, 8588990.55943732)",MAMOUDZOU
3,-5.38,public,vehicle scrap,3,524306.9912986797,8589054.006550124,"c(524306.99129868, 8589054.00655012)",MAMOUDZOU
4,1.3,public,solid waste,1,524281.4954624718,8589067.961168041,"c(524281.495462472, 8589067.96116804)",MAMOUDZOU
5,-2.66,public,vehicle scrap,1,524212.81313375616,8589098.357130408,"c(524212.813133756, 8589098.35713041)",MAMOUDZOU
6,6.9,public,droppings,1,524049.6966159884,8589171.48198792,"c(524049.696615988, 8589171.48198792)",MAMOUDZOU
7,15.02,public,vehicle scrap,5,523909.99925750995,8589213.073688252,"c(523909.99925751, 8589213.07368825)",MAMOUDZOU
8,12.74,public,vehicle scrap,3,523845.29462858575,8589198.936080312,"c(523845.294628586, 8589198.93608031)",MAMOUDZOU
9,5.02,public,droppings,1,523810.13964875275,8589214.888973625,"c(523810.139648753, 8589214.88897363)",MAMOUDZOU
10,3.417,public,vehicle scrap,1,523729.18398664775,8589265.410637824,"c(523729.183986648, 8589265.41063782)",MAMOUDZOU
11,-14.58,public,vehicle scrap,1,523775.6410042694,8589236.88805774,"c(523775.641004269, 8589236.88805774)",MAMOUDZOU
12,12.72,public,tire waste,100,523829.8657264134,8589180.553321822,"c(523829.865726413, 8589180.55332182)",MAMOUDZOU
13,-13.54,public,droppings,1,524327.4501534227,8588696.614320247,"c(524327.450153423, 8588696.61432025)",MAMOUDZOU
14,-34.8,prive,solid waste,4,524297.548657645,8588846.076019611,"c(524297.548657645, 8588846.07601961)",MAMOUDZOU
15,1.44,prive,solid waste,2,524285.1908944706,8588822.053224517,"c(524285.190894471, 8588822.05322452)",MAMOUDZOU
16,1.34,public,droppings,1,524212.3495574747,8588728.524490952,"c(524212.349557475, 8588728.52449095)",MAMOUDZOU
17,-0.94,public,droppings,1,524162.86522086145,8588825.032611739,"c(524162.865220861, 8588825.03261174)",MAMOUDZOU
18,-7.1,public,vehicle scrap,1,524189.5178436913,8588852.618393172,"c(524189.517843691, 8588852.61839317)",MAMOUDZOU
19,-5.06,public,vehicle scrap,1,524178.8871225896,8588901.91530269,"c(524178.88712259, 8588901.91530269)",MAMOUDZOU
20,0.683,public,solid waste,5,524161.4685589884,8588918.941563997,"c(524161.468558988, 8588918.941564)",MAMOUDZOU
21,-0.7,public,solid waste,3,524131.44549022696,8588934.243542623,"c(524131.445490227, 8588934.24354262)",MAMOUDZOU
22,16.25,public,vehicle scrap,1,524092.1712996907,8589047.307298029,"c(524092.171299691, 8589047.30729803)",MAMOUDZOU
23,-0.3,prive,tire waste,200,524047.12921171146,8588840.739710255,"c(524047.129211711, 8588840.73971025)",MAMOUDZOU
24,21.04,public,vehicle scrap,4,523886.93472589017,8588894.71667251,"c(523886.93472589, 8588894.71667251)",MAMOUDZOU
25,-2.033,public,droppings,1,523989.1418387165,8588550.069831967,"c(523989.141838717, 8588550.06983197)",MAMOUDZOU
26,1.96,public,vehicle scrap,1,523862.2725410162,8588483.766925707,"c(523862.272541016, 8588483.76692571)",MAMOUDZOU
27,5.34,public,droppings,1,523829.0830419719,8588470.194190172,"c(523829.083041972, 8588470.19419017)",MAMOUDZOU
28,10.483,public,vehicle scrap,7,523780.1035155543,8588438.06752697,"c(523780.103515554, 8588438.06752697)",MAMOUDZOU
29,9.8,public,vehicle scrap,30,523724.99877657124,8588449.326265937,"c(523724.998776571, 8588449.32626594)",MAMOUDZOU
30,-5.671,public,vehicle scrap,20,523734.2427085411,8588389.457652189,"c(523734.242708541, 8588389.45765219)",MAMOUDZOU
31,-2.733,public,marine debris,100,523992.17748228356,8588468.26522895,"c(523992.177482284, 8588468.26522895)",MAMOUDZOU
32,-1.3,public,solid waste,1,524013.56882168073,8588449.081475932,"c(524013.568821681, 8588449.08147593)",MAMOUDZOU
33,1.667,public,vehicle scrap,15,523983.0887711476,8588379.809310406,"c(523983.088771148, 8588379.80931041)",MAMOUDZOU
34,-6.7,public,vehicle scrap,5,524015.05855691986,8588302.19883879,"c(524015.05855692, 8588302.19883879)",MAMOUDZOU
35,2.2,public,solid waste,1,524198.48640550644,8588034.321669523,"c(524198.486405506, 8588034.32166952)",MAMOUDZOU
36,7.967,public,marine debris,100,524220.4927574696,8588030.33825209,"c(524220.49275747, 8588030.33825209)",MAMOUDZOU
37,0,public,vehicle scrap,3,524137.01487061067,8588045.946113357,"c(524137.014870611, 8588045.94611336)",MAMOUDZOU
38,4.867,public,vehicle scrap,2,523896.37738757086,8588097.704141414,"c(523896.377387571, 8588097.70414141)",MAMOUDZOU
39,1.86,public,marine debris,60,523898.71114683955,8588105.53490369,"c(523898.71114684, 8588105.53490369)",MAMOUDZOU
40,-1.78,public,marine debris,100,523817.74329331855,8588067.15423041,"c(523817.743293319, 8588067.15423041)",MAMOUDZOU
41,17.22,public,vehicle scrap,1,523738.0521288042,8588040.388111113,"c(523738.052128804, 8588040.38811111)",MAMOUDZOU
42,15.68,public,vehicle scrap,6,523654.4914800579,8588015.98269717,"c(523654.491480058, 8588015.98269717)",MAMOUDZOU
43,29.6,public,vehicle scrap,4,523605.58784620295,8587943.778519684,"c(523605.587846203, 8587943.77851968)",MAMOUDZOU
44,9.86,public,vehicle scrap,1,523776.92362105334,8588014.69842598,"c(523776.923621053, 8588014.69842598)",MAMOUDZOU
45,-4.12,public,vehicle scrap,1,523793.5972061958,8587921.90561173,"c(523793.597206196, 8587921.90561173)",MAMOUDZOU
46,11.86,public,solid waste,3,523754.5370800187,8587896.282874992,"c(523754.537080019, 8587896.28287499)",MAMOUDZOU
47,24.95,public,solid waste,1,523785.16098481504,8587857.123125492,"c(523785.160984815, 8587857.12312549)",MAMOUDZOU
48,11.44,public,vehicle scrap,2,523837.2278708174,8587789.831112042,"c(523837.227870817, 8587789.83111204)",MAMOUDZOU
49,13.34,public,solid waste,6,523855.4536397054,8587780.71007737,"c(523855.453639705, 8587780.71007737)",MAMOUDZOU
50,-1.32,public,vehicle scrap,1,523915.31995856506,8587896.109027311,"c(523915.319958565, 8587896.10902731)",MAMOUDZOU
51,-3.64,public,vehicle scrap,1,523930.97935498075,8588058.581775827,"c(523930.979354981, 8588058.58177583)",MAMOUDZOU
52,-3.84,public,solid waste,2,523982.2036128299,8588007.375935689,"c(523982.20361283, 8588007.37593569)",MAMOUDZOU
53,-5.483,public,solid waste,1,524069.37146768183,8587949.494201126,"c(524069.371467682, 8587949.49420113)",MAMOUDZOU
54,-0.6,public,solid waste,5,524046.4016652059,8588024.976047594,"c(524046.401665206, 8588024.97604759)",MAMOUDZOU
55,-11.64,public,solid waste,1,524047.01753870636,8587898.542411262,"c(524047.017538706, 8587898.54241126)",MAMOUDZOU
56,-5.16,public,solid waste,1,524170.699187097,8587668.233453419,"c(524170.699187097, 8587668.23345342)",MAMOUDZOU
57,10.15,public,vehicle scrap,8,524157.6918421681,8587610.046965389,"c(524157.691842168, 8587610.04696539)",MAMOUDZOU
58,19.52,public,vehicle scrap,1,524215.7815188586,8587587.172219275,"c(524215.781518859, 8587587.17221927)",MAMOUDZOU
59,23.3,public,solid waste,2,523970.8461876982,8587714.705418313,"c(523970.846187698, 8587714.70541831)",MAMOUDZOU
60,15.3,public,solid waste,6,523972.8725916523,8587757.976771431,"c(523972.872591652, 8587757.97677143)",MAMOUDZOU
61,5.04,public,vehicle scrap,1,524060.5704072513,8587712.745532947,"c(524060.570407251, 8587712.74553295)",MAMOUDZOU
62,2.48,public,solid waste,2,523934.9133042421,8588131.824492311,"c(523934.913304242, 8588131.82449231)",MAMOUDZOU
63,-10.26,public,vehicle scrap,1,524825.1597798953,8588496.977117937,"c(524825.159779895, 8588496.97711794)",MAMOUDZOU
64,9.967,public,tire waste,10,524958.6540478147,8588502.537577948,"c(524958.654047815, 8588502.53757795)",MAMOUDZOU
65,4.76,public,vehicle scrap,3,524942.445966653,8588525.148923555,"c(524942.445966653, 8588525.14892356)",MAMOUDZOU
66,-0.78,public,solid waste,3,524919.9330394609,8588760.271817304,"c(524919.933039461, 8588760.2718173)",MAMOUDZOU
67,-6.04,public,solid waste,8,524884.1041131575,8588913.793486986,"c(524884.104113157, 8588913.79348699)",MAMOUDZOU
68,6.6,public,droppings,1,524705.3023934895,8589001.64609689,"c(524705.30239349, 8589001.64609689)",MAMOUDZOU
69,-3.44,public,vehicle scrap,5,524901.2555169715,8589159.685367962,"c(524901.255516971, 8589159.68536796)",MAMOUDZOU
70,-10.48,public,vehicle scrap,2,524871.9205835621,8589169.885130376,"c(524871.920583562, 8589169.88513038)",MAMOUDZOU
71,-5.56,public,solid waste,4,524845.1434079994,8589165.853617769,"c(524845.143407999, 8589165.85361777)",MAMOUDZOU
72,-0.4,public,vehicle scrap,3,524835.17013991,8589139.799717065,"c(524835.17013991, 8589139.79971706)",MAMOUDZOU
73,-10.64,public,vehicle scrap,6,524838.1779941745,8589186.648659768,"c(524838.177994175, 8589186.64865977)",MAMOUDZOU
74,-11.45,public,solid waste,3,524800.2814645754,8589196.1404128,"c(524800.281464575, 8589196.1404128)",MAMOUDZOU
75,-1.98,prive,droppings,1,524776.9413162478,8589207.494831081,"c(524776.941316248, 8589207.49483108)",MAMOUDZOU
76,-10.8,public,vehicle scrap,2,524767.8581628603,8589287.552063294,"c(524767.85816286, 8589287.55206329)",MAMOUDZOU
77,4.76,public,solid waste,3,524788.9465042908,8589322.304778099,"c(524788.946504291, 8589322.3047781)",MAMOUDZOU
78,6.08,public,vehicle scrap,4,524738.1676955285,8589345.465041019,"c(524738.167695528, 8589345.46504102)",MAMOUDZOU
79,-1,public,vehicle scrap,2,524637.059017386,8589251.38938075,"c(524637.059017386, 8589251.38938075)",MAMOUDZOU
80,-4.95,public,vehicle scrap,12,524608.6814986337,8589279.244042777,"c(524608.681498634, 8589279.24404278)",MAMOUDZOU
81,40.26,public,solid waste,2,525051.9834014456,8589398.340313423,"c(525051.983401446, 8589398.34031342)",MAMOUDZOU
82,41.28,public,droppings,1,525086.436293373,8589367.272820516,"c(525086.436293373, 8589367.27282052)",MAMOUDZOU
83,38.4,public,vehicle scrap,10,525194.3574830093,8589276.200287256,"c(525194.357483009, 8589276.20028726)",MAMOUDZOU
84,38.713,public,vehicle scrap,1,525222.8486919459,8589243.821990274,"c(525222.848691946, 8589243.82199027)",MAMOUDZOU
85,32.32,public,vehicle scrap,1,525285.3430262138,8589143.047194583,"c(525285.343026214, 8589143.04719458)",MAMOUDZOU
86,19.52,public,vehicle scrap,2,525432.5786431531,8589036.499570856,"c(525432.578643153, 8589036.49957086)",MAMOUDZOU
87,10.6,public,vehicle scrap,7,525503.9480020298,8589019.068705533,"c(525503.94800203, 8589019.06870553)",MAMOUDZOU
88,5.78,public,vehicle scrap,6,525635.5249593713,8589082.022553958,"c(525635.524959371, 8589082.02255396)",MAMOUDZOU
89,11.467,public,droppings,1,525664.6034862205,8589102.901081817,"c(525664.60348622, 8589102.90108182)",MAMOUDZOU
90,-12.62,public,tire waste,6,525726.8014692048,8588993.471134098,"c(525726.801469205, 8588993.4711341)",MAMOUDZOU
91,-13.483,public,vehicle scrap,8,525281.1707522332,8589641.337589487,"c(525281.170752233, 8589641.33758949)",MAMOUDZOU
92,3.38,public,solid waste,2,525371.6814544831,8589715.176815331,"c(525371.681454483, 8589715.17681533)",MAMOUDZOU
93,3.6,public,vehicle scrap,1,525326.13118689,8589711.885882799,"c(525326.13118689, 8589711.8858828)",MAMOUDZOU
94,1.96,public,vehicle scrap,6,525305.9864115918,8589769.129571278,"c(525305.986411592, 8589769.12957128)",MAMOUDZOU
95,10.88,public,solid waste,1,525058.271728769,8589839.053931708,"c(525058.271728769, 8589839.05393171)",MAMOUDZOU
96,93.229,public,solid waste,6,524157.0672634692,8589749.057590712,"c(524157.067263469, 8589749.05759071)",KOUNGOU
97,36.1,public,tire waste,8,524174.01934435894,8589383.997408068,"c(524174.019344359, 8589383.99740807)",MAMOUDZOU
98,21.38,public,vehicle scrap,2,524156.95441088587,8589401.115137637,"c(524156.954410886, 8589401.11513764)",MAMOUDZOU
99,20.42,public,vehicle scrap,2,524176.95925928943,8589354.246398453,"c(524176.959259289, 8589354.24639845)",MAMOUDZOU
100,14.9,public,droppings,1,524308.9122706378,8589310.156424304,"c(524308.912270638, 8589310.1564243)",MAMOUDZOU
101,-0.28,public,vehicle scrap,2,524337.0286062369,8589229.662695533,"c(524337.028606237, 8589229.66269553)",MAMOUDZOU
102,10.28,public,solid waste,6,524423.1347808149,8589180.561341278,"c(524423.134780815, 8589180.56134128)",MAMOUDZOU
103,6.14,public,vehicle scrap,10,524459.7220589862,8589146.986908492,"c(524459.722058986, 8589146.98690849)",MAMOUDZOU
104,3.04,public,vehicle scrap,1,524410.2428552731,8589001.462272616,"c(524410.242855273, 8589001.46227262)",MAMOUDZOU
105,-4.4,public,vehicle scrap,1,524414.3933860821,8588936.167017704,"c(524414.393386082, 8588936.1670177)",MAMOUDZOU
106,3.68,public,vehicle scrap,2,524499.0387470314,8589258.900219409,"c(524499.038747031, 8589258.90021941)",MAMOUDZOU
107,0.26,public,vehicle scrap,15,524463.9874692456,8589268.957446903,"c(524463.987469246, 8589268.9574469)",MAMOUDZOU
108,-26.467,public,solid waste,10,529859.8455605961,8584951.52578646,"c(529859.845560596, 8584951.52578646)",NA
109,-10.26,public,solid waste,2,529851.9405363831,8584963.96736024,"c(529851.940536383, 8584963.96736024)",PAMANDZI
110,-15.64,public,solid waste,5,529909.1085286712,8584904.302944025,"c(529909.108528671, 8584904.30294403)",NA
111,-12.68,public,vehicle scrap,1,530035.0302401355,8584796.123877995,"c(530035.030240136, 8584796.123878)",PAMANDZI
112,-15.32,public,solid waste,5,530238.2722782968,8584332.111705506,"c(530238.272278297, 8584332.11170551)",PAMANDZI
113,-14.2,public,marine debris,10,530279.36352392,8584194.274012264,"c(530279.36352392, 8584194.27401226)",NA
114,-9.48,public,droppings,1,530262.6094208632,8584389.551430712,"c(530262.609420863, 8584389.55143071)",PAMANDZI
115,-8.86,public,solid waste,3,529991.96159956,8584880.106811594,"c(529991.96159956, 8584880.10681159)",PAMANDZI
116,-11.983,public,droppings,1,529935.2700037863,8584949.695973245,"c(529935.270003786, 8584949.69597325)",PAMANDZI
117,-6.3,public,solid waste,2,529909.7881656045,8584970.731131114,"c(529909.788165604, 8584970.73113111)",PAMANDZI
118,-17.65,public,solid waste,10,529845.5020349671,8585045.078957368,"c(529845.502034967, 8585045.07895737)",PAMANDZI
119,-10.667,public,clogged drain,2,530030.5459098476,8584933.095889185,"c(530030.545909848, 8584933.09588918)",PAMANDZI
120,-6.74,public,solid waste,1,529765.0344017636,8585328.772757772,"c(529765.034401764, 8585328.77275777)",PAMANDZI
121,-17.567,public,vehicle scrap,1,529716.2491837868,8585201.816654375,"c(529716.249183787, 8585201.81665437)",PAMANDZI
122,-8.38,public,solid waste,12,529857.9818366957,8585234.895084132,"c(529857.981836696, 8585234.89508413)",PAMANDZI
123,-7.033,public,vehicle scrap,1,529831.8702579826,8585180.406252785,"c(529831.870257983, 8585180.40625278)",PAMANDZI
124,-11.2,public,tire waste,4,529966.8982697341,8585156.820447806,"c(529966.898269734, 8585156.82044781)",PAMANDZI
125,-9.767,public,vehicle scrap,1,530026.1044826969,8585064.5750414785,"c(530026.104482697, 8585064.57504148)",PAMANDZI
126,-8.05,public,solid waste,1,530003.8281977328,8585065.981185252,"c(530003.828197733, 8585065.98118525)",PAMANDZI
127,-5.56,public,solid waste,3,530000.5410389818,8584986.960060025,"c(530000.541038982, 8584986.96006002)",PAMANDZI
128,-29.46,public,solid waste,2,529950.9513173177,8585028.002766978,"c(529950.951317318, 8585028.00276698)",PAMANDZI
129,-11.06,public,vehicle scrap,5,530080.1391130298,8584929.995034868,"c(530080.13911303, 8584929.99503487)",PAMANDZI
130,-9.05,public,solid waste,5,530205.7017466365,8584850.676277965,"c(530205.701746637, 8584850.67627797)",PAMANDZI
131,-14.38,public,solid waste,6,530254.6036950452,8584815.57340967,"c(530254.603695045, 8584815.57340967)",PAMANDZI
132,-9.317,public,vehicle scrap,1,530273.7210820755,8584802.619774992,"c(530273.721082075, 8584802.61977499)",PAMANDZI
133,-7.867,public,droppings,1,530337.6189392281,8584734.080414902,"c(530337.618939228, 8584734.0804149)",PAMANDZI
134,-7.6,public,solid waste,6,530292.9384477715,8584837.059808625,"c(530292.938447771, 8584837.05980862)",PAMANDZI
135,-15.98,public,tire waste,100,530210.7272244496,8584921.820708526,"c(530210.72722445, 8584921.82070853)",PAMANDZI
136,-3.783,public,solid waste,7,530161.149582053,8584940.389421413,"c(530161.149582053, 8584940.38942141)",PAMANDZI
137,-4.32,public,tire waste,3,530393.6496422539,8584735.986001763,"c(530393.649642254, 8584735.98600176)",PAMANDZI
138,-12.267,public,solid waste,1,530459.8351697288,8584708.759871349,"c(530459.835169729, 8584708.75987135)",PAMANDZI
139,0.4,public,droppings,1,530712.3703270063,8584975.05638221,"c(530712.370327006, 8584975.05638221)",PAMANDZI
140,-4.76,public,vehicle scrap,4,530722.559528711,8584964.613662474,"c(530722.559528711, 8584964.61366247)",PAMANDZI
141,0.46,public,solid waste,3,530752.464544275,8585018.986965217,"c(530752.464544275, 8585018.98696522)",PAMANDZI
142,-6.5,public,solid waste,2,530684.9662884015,8584925.968521575,"c(530684.966288402, 8584925.96852157)",PAMANDZI
143,-13.02,public,droppings,1,530515.2041605425,8584903.612890057,"c(530515.204160542, 8584903.61289006)",PAMANDZI
144,-6.16,public,solid waste,3,529826.4096856677,8585380.20078927,"c(529826.409685668, 8585380.20078927)",PAMANDZI
145,-9.54,public,solid waste,3,530005.5240047091,8585317.31330504,"c(530005.524004709, 8585317.31330504)",PAMANDZI
146,-6.7,public,solid waste,20,530073.7413485465,8585372.679193899,"c(530073.741348546, 8585372.6791939)",PAMANDZI
147,-0.7,public,vehicle scrap,2,530174.4135679391,8585275.205881184,"c(530174.413567939, 8585275.20588118)",PAMANDZI
148,-4.04,public,solid waste,4,530117.4257399642,8585222.78967715,"c(530117.425739964, 8585222.78967715)",PAMANDZI
149,-9.98,public,solid waste,2,530030.3365124393,8585278.061984546,"c(530030.336512439, 8585278.06198455)",PAMANDZI
150,-7.9,public,solid waste,4,529870.0497490095,8585289.405472476,"c(529870.04974901, 8585289.40547248)",PAMANDZI
151,-6.75,public,vehicle scrap,1,529944.7277988365,8585393.838351054,"c(529944.727798837, 8585393.83835105)",PAMANDZI
152,12.72,public,solid waste,3,530335.7828013243,8585584.832656939,"c(530335.782801324, 8585584.83265694)",PAMANDZI
153,-3.62,public,vehicle scrap,1,530233.3777957457,8585429.274762398,"c(530233.377795746, 8585429.2747624)",PAMANDZI
154,-8.68,public,vehicle scrap,1,530104.5366089918,8585112.362535063,"c(530104.536608992, 8585112.36253506)",PAMANDZI
155,0.217,public,vehicle scrap,1,530222.376050696,8584938.359553168,"c(530222.376050696, 8584938.35955317)",PAMANDZI
156,-12.54,public,droppings,1,530280.3373182641,8584927.678624127,"c(530280.337318264, 8584927.67862413)",PAMANDZI
157,2.16,public,solid waste,5,530470.7344119272,8585095.417121174,"c(530470.734411927, 8585095.41712117)",PAMANDZI
158,13.24,public,solid waste,1,530369.6013547865,8585177.690912228,"c(530369.601354787, 8585177.69091223)",PAMANDZI
159,8.74,public,solid waste,1,530353.770054205,8585157.544916142,"c(530353.770054205, 8585157.54491614)",PAMANDZI
160,-1.62,public,solid waste,2,530362.4011514265,8585076.032696225,"c(530362.401151426, 8585076.03269622)",PAMANDZI
161,7.233,public,vehicle scrap,10,530427.6660724216,8584984.705454363,"c(530427.666072422, 8584984.70545436)",PAMANDZI
162,14.933,public,vehicle scrap,2,530459.3751091588,8584951.83368913,"c(530459.375109159, 8584951.83368913)",PAMANDZI
163,5.933,public,droppings,1,530547.310637048,8585031.667385822,"c(530547.310637048, 8585031.66738582)",PAMANDZI
164,18.64,public,solid waste,2,530505.3003026794,8585178.651844433,"c(530505.300302679, 8585178.65184443)",PAMANDZI
165,15.38,public,solid waste,1,530577.00444907,8585181.337371903,"c(530577.00444907, 8585181.3373719)",PAMANDZI
166,15.52,public,solid waste,6,530658.3853177358,8585165.320923729,"c(530658.385317736, 8585165.32092373)",PAMANDZI
167,28.6,public,solid waste,1,530640.123399875,8585106.99353896,"c(530640.123399875, 8585106.99353896)",PAMANDZI
168,16.06,public,solid waste,1,530572.6368144209,8585090.292352226,"c(530572.636814421, 8585090.29235223)",PAMANDZI
169,2.34,public,solid waste,4,530739.8336214811,8585145.554195937,"c(530739.833621481, 8585145.55419594)",PAMANDZI
170,21.04,public,solid waste,7,530664.5964349575,8585254.70734179,"c(530664.596434957, 8585254.70734179)",PAMANDZI
171,-6.383,public,droppings,1,530313.8473173599,8585417.742361221,"c(530313.84731736, 8585417.74236122)",PAMANDZI
172,-0.9,public,solid waste,20,530243.522854199,8585286.863565456,"c(530243.522854199, 8585286.86356546)",PAMANDZI
173,-58.514,public,solid waste,1,529471.8033610453,8585768.366323302,"c(529471.803361045, 8585768.3663233)",DZAOUDZI
174,-27.467,public,tire waste,3,529470.9483549751,8585753.067684047,"c(529470.948354975, 8585753.06768405)",DZAOUDZI
175,-21.74,public,solid waste,7,529451.5130712223,8585728.795704732,"c(529451.513071222, 8585728.79570473)",DZAOUDZI
176,1.067,public,solid waste,15,530396.0394772389,8585622.05150527,"c(530396.039477239, 8585622.05150527)",PAMANDZI
177,-1.667,public,solid waste,5,530390.5363837774,8585551.346671578,"c(530390.536383777, 8585551.34667158)",PAMANDZI
178,10.68,public,solid waste,1,530564.5977414559,8585547.57365262,"c(530564.597741456, 8585547.57365262)",PAMANDZI
179,12.2,public,solid waste,12,530531.1929809523,8585702.320687274,"c(530531.192980952, 8585702.32068727)",PAMANDZI
180,21.02,public,solid waste,2,530530.9267341502,8585756.909459705,"c(530530.92673415, 8585756.9094597)",PAMANDZI
181,13.617,public,solid waste,10,530481.1690963438,8585781.819885775,"c(530481.169096344, 8585781.81988578)",PAMANDZI
182,13.4,public,solid waste,1,530446.6033646064,8585795.412990864,"c(530446.603364606, 8585795.41299086)",PAMANDZI
183,17.8,public,solid waste,3,530599.4726066806,8585548.089703592,"c(530599.472606681, 8585548.08970359)",PAMANDZI
184,13.7,public,solid waste,2,530753.7796750726,8585228.770284565,"c(530753.779675073, 8585228.77028457)",PAMANDZI
185,26.883,public,droppings,1,530778.0759778729,8585297.803437086,"c(530778.075977873, 8585297.80343709)",PAMANDZI
186,15.867,public,droppings,1,530690.9963771139,8585312.305898476,"c(530690.996377114, 8585312.30589848)",PAMANDZI
187,22.717,public,solid waste,4,530686.4786184022,8585289.793341048,"c(530686.478618402, 8585289.79334105)",PAMANDZI
188,16.46,public,droppings,1,530612.8493964743,8585374.196556395,"c(530612.849396474, 8585374.1965564)",PAMANDZI
189,16.62,public,solid waste,5,529879.9917921767,8585622.512478508,"c(529879.991792177, 8585622.51247851)",PAMANDZI
190,28.217,public,solid waste,6,530228.9966433371,8585794.44046603,"c(530228.996643337, 8585794.44046603)",PAMANDZI
191,13.52,public,solid waste,1,530321.0230505107,8585686.809829025,"c(530321.023050511, 8585686.80982902)",PAMANDZI
192,12.44,public,solid waste,1,530328.3440492932,8585665.202301696,"c(530328.344049293, 8585665.2023017)",PAMANDZI
193,-16,public,solid waste,2,529790.34470884,8585418.761640627,"c(529790.34470884, 8585418.76164063)",PAMANDZI
194,-2.48,public,solid waste,1,529811.8244538688,8585477.461000597,"c(529811.824453869, 8585477.4610006)",PAMANDZI
195,-2.58,public,solid waste,6,529818.6522596946,8585502.114380375,"c(529818.652259695, 8585502.11438037)",PAMANDZI
196,0.983,public,droppings,1,529860.8906687311,8585566.750011664,"c(529860.890668731, 8585566.75001166)",PAMANDZI
197,5.16,public,solid waste,1,529878.7829796564,8585609.465748426,"c(529878.782979656, 8585609.46574843)",PAMANDZI
198,0.4,public,vehicle scrap,1,529836.8263654476,8585475.114353113,"c(529836.826365448, 8585475.11435311)",PAMANDZI
199,3.933,prive,solid waste,30,529676.7729357887,8585645.706602814,"c(529676.772935789, 8585645.70660281)",PAMANDZI
200,2.767,public,vehicle scrap,1,529493.2522477898,8585894.197004003,"c(529493.25224779, 8585894.197004)",DZAOUDZI
201,8.88,public,vehicle scrap,1,530906.398898824,8584955.85910999,"c(530906.398898824, 8584955.85910999)",PAMANDZI
202,31.8,prive,vehicle scrap,2,530910.6740666569,8584937.332365798,"c(530910.674066657, 8584937.3323658)",PAMANDZI
203,7.133,public,droppings,1,530925.7896015092,8584825.717924407,"c(530925.789601509, 8584825.71792441)",PAMANDZI
204,8.26,public,solid waste,5,530937.3461103244,8584807.384415232,"c(530937.346110324, 8584807.38441523)",PAMANDZI
205,14.629,public,droppings,1,530951.5707107348,8584794.409164403,"c(530951.570710735, 8584794.4091644)",PAMANDZI
206,-11.875,public,clogged drain,6,530983.0296067256,8584858.139407696,"c(530983.029606726, 8584858.1394077)",PAMANDZI
207,23.18,public,solid waste,5,531111.4531894269,8585028.179144945,"c(531111.453189427, 8585028.17914494)",PAMANDZI
208,18.24,public,droppings,1,531118.45753663,8585015.34120005,"c(531118.45753663, 8585015.34120005)",PAMANDZI
209,-6,public,droppings,1,530916.6927059193,8585051.290055579,"c(530916.692705919, 8585051.29005558)",PAMANDZI
210,-6.64,public,droppings,1,530901.8644172191,8585009.941723052,"c(530901.864417219, 8585009.94172305)",PAMANDZI
211,15.138,public,solid waste,5,530876.2206619391,8585003.560384922,"c(530876.220661939, 8585003.56038492)",PAMANDZI
212,14.35,public,vehicle scrap,2,530857.0034581623,8585025.3083328,"c(530857.003458162, 8585025.3083328)",PAMANDZI
213,18.25,public,solid waste,2,530827.0037915817,8585241.689341825,"c(530827.003791582, 8585241.68934182)",PAMANDZI
214,19.911,public,solid waste,2,530822.7850711563,8585224.73894511,"c(530822.785071156, 8585224.73894511)",PAMANDZI
215,18.6,public,solid waste,2,530818.6414632542,8585160.540641097,"c(530818.641463254, 8585160.5406411)",PAMANDZI
216,22,public,tire waste,40,530890.9289843151,8585089.777989965,"c(530890.928984315, 8585089.77798996)",PAMANDZI
217,26.36,public,solid waste,5,531008.5324493548,8585258.716486571,"c(531008.532449355, 8585258.71648657)",PAMANDZI
218,30.383,public,solid waste,1,531049.5548705816,8585246.174936173,"c(531049.554870582, 8585246.17493617)",PAMANDZI
219,32.733,public,solid waste,1,530853.6730737861,8585313.973263683,"c(530853.673073786, 8585313.97326368)",PAMANDZI
220,11.88,public,solid waste,1,530894.3698373226,8585333.784204721,"c(530894.369837323, 8585333.78420472)",PAMANDZI
221,13.72,public,solid waste,1,530917.5568417455,8585331.361176828,"c(530917.556841746, 8585331.36117683)",PAMANDZI
222,34.36,public,droppings,1,530956.5869886908,8585295.376643758,"c(530956.586988691, 8585295.37664376)",PAMANDZI
223,23.8,public,solid waste,1,530985.7263361507,8585310.199500969,"c(530985.726336151, 8585310.19950097)",PAMANDZI
224,46.02,public,solid waste,4,530951.1224679331,8585359.340022482,"c(530951.122467933, 8585359.34002248)",PAMANDZI
225,40.18,public,solid waste,1,530904.4682859948,8585337.457811996,"c(530904.468285995, 8585337.457812)",PAMANDZI
226,47.233,public,solid waste,1,530821.0096242742,8585328.62859647,"c(530821.009624274, 8585328.62859647)",PAMANDZI
227,29.86,public,droppings,1,530784.8858014976,8585354.802992754,"c(530784.885801498, 8585354.80299275)",PAMANDZI
228,30.46,public,vehicle scrap,5,530827.0046174268,8585364.010603199,"c(530827.004617427, 8585364.0106032)",PAMANDZI
